allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount
0xf295932a957bb287e3cb6bd197d413143f26edde,11506298,8.0,0x41e7ce0e6d3e97d0f825a7a96835d83d75265b44c95212e768980d69e27930f9-233,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,233,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,21346900000000000000000000,allocationCreateds,,,,,,,,,,,,,
,11506506,,0xf5c246a255d478798bf7677059f3da040abab7dfd3d4bd0bf59332e205d52b3e-330,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,330,,796000000000000000000,stakeDelegateds,,,,,,0x76bdb3adcb7c5ce74c687c68a9633de4efd3069b,787755218594146511394,,,,,,
,11506600,,0x5277ad006e43eabc1bc87472797aa3298c7718065e81cec24b598dcfbc935dde-303,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,303,,1065269258792468543867,stakeDelegatedLockeds,,,,,,0x778ff9df1000eec3eca084cd1f2efad845b72d19,1054235449524730512989,1608684809.0,37.0,,,,
,11506627,,0x90ec15110693b7a47faa33a7b632a63fee94ed96c00cf8e65b29aac0fd6c8621-263,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,263,,495510000000000000000,stakeDelegateds,,,,,,0x86eb0de2420a1d2f22a16dcc0577c10086f7f471,490377623574856203342,,,,,,
,11506747,,0xfa08d0c3a07c8b0412f6ec4e5d5ceec65070ab56bcfe36cca4ea5cc84d7faca0-114,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,114,,7462500000000000000000,stakeDelegateds,,,,,,0x35350712c2cbe80a6d14feff7af71288022e9107,7385205174320123544320,,,,,,
,11506852,,0x9e5f1657beefc1cf3983dd2ec5bd564f33917e04854e119bb4a1ac183ac30fc3-127,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,127,,4975000000000000000000,stakeDelegateds,,,,,,0x6273540b8160b2d923652552fade0da98bb10dc5,4923470116213415696213,,,,,,
,11507056,,0x7324e8a9153e5efc4cbef02d9c93f21b5c32c47528df23ba5f04cd7e84b36861-238,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,238,,2173829056163714306340,stakeDelegatedLockeds,,,,,,0x8e3d19bc54340d6dbc9e1beb9652e4c3290e0e3a,2151313044377580348201,1608690578.0,37.0,,,,
,11507201,,0x8e79baf1d68ac53b62096bc3abb5176378df41af6448234e0d11bd52661775dc-284,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,284,,407920154230158303702,stakeDelegatedLockeds,,,,,,0x150ab80a709b6214d9ca76b1b8446b3ce3787a8b,403695012895146122200,1608692248.0,37.0,,,,
,11507498,,0x7328280e7e9a6910a72d418b89d90b3503ee80320e674c480075c0b1897d88ee-194,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,194,,5970000000000000000000000,stakeDelegateds,,,,,,0x62810877b6dfd2932f7e718d26befcc705b7973b,5908164139456098835456008,,,,,,
,11507676,,0x52b0c6f65b34617d9aa9457670e294581bb5931cbee39d893f4deb8a23547a59-339,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,339,,199000000000000000000,stakeDelegateds,,,,,,0xe6dd74c8cbc601c243be354260302bbc8fe77962,196938804648536627848,,,,,,
,11507863,,0x125b2b888d133feb3ae7f8fde14593fcb89ae3f1c64a41e4f115bb106673c56b-348,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,348,,39800000000000000000000,stakeDelegateds,,,,,,0xcccfde9aa1ee48eea089375689d95428132abef2,39387760929707325569706,,,,,,
,11509099,,0x7d018f0a3e7dee53c47c5e202e820cc0dde5656fb1e01e44d1c0e7d1d5aee0de-98,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,98,,2985000000000000000000,stakeDelegateds,,,,,,0xa46235eda65353185c559624dba2301c4cb6f1c7,2954082069728049417728,,,,,,
,11509172,,0x281886bb8d0097fccf2f7af0fa735d5517e535e3a1b2c0621ef4bf8634f69dbd-128,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,128,,789711600000000000000,stakeDelegateds,,,,,,0xdbb12b7560321838035b38a5424fbd03db15c432,781531952367252753954,,,,,,
,11509749,,0x9762dc1605e7b3e576a91fefc05cf929abb4d93a60156c71cd826400975a39c0-164,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,164,,546538967408010635263,stakeDelegatedLockeds,,,,,,0xccb586177f8e2461a81cacdb8b793b2e265df169,540878044900397655471,1608725450.0,37.0,,,,
,11509887,,0x1e7726a1145d8ebef6fa1a113680beea60de9f49a7e3256ecfc0117765e45e3b-167,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,167,,897490000000000000000,stakeDelegateds,,,,,,0x5e616d7ea25f2fce46ed3548a0aa92b88113d70f,888194008964900191596,,,,,,
,11509903,,0x33dc6b86147e0e6a91ce0ce63d5642fb6f279c4a63903cd4a85032509904cf1e-321,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,321,,897489999999999999999,stakeDelegatedLockeds,,,,,,0x5e616d7ea25f2fce46ed3548a0aa92b88113d70f,888194008964900191596,1608727415.0,37.0,,,,
,11510686,,0x1e7593f6d66e78da4844e81fddd1c3e31489936d450e23c49e52a86a03111e21-217,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,217,,297830734345779238180,stakeDelegatedLockeds,,,,,,0x9e3ad1c689a44a1d30cc99391cf1f6856cb08579,294745873415344852953,1608738119.0,37.0,,,,
,11510699,,0x1943d8ddc97e3b2a4080d25aba23b922f38b0fdaf97ade1a2839582c0cb5c4a9-139,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,139,,99500000000000000000,stakeDelegateds,,,,,,0x0e62f01ba53c3756fa25c0535bcb6292459c0b4d,98469402324268313924,,,,,,
,11511035,,0x823efa017478c1975b7a5f13573a2f0ce4826a43f405367feb22f130947c3b64-237,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,237,,1343250000000000000000,stakeDelegateds,,,,,,0xea66bae43b694f996af80b3d4a75a7ce06d180e8,1329336931377622237977,,,,,,
,11511151,,0x41518d5cddce537e8eb42bf056713460d11e608ba6938c3305a793bbbced5302-124,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,124,,31840000000000000000,stakeDelegateds,,,,,,0x52ac55256a3cdd0d8fe57c467e5c049bc2668068,31510208743765860455,,,,,,
,11511497,,0x57af14cc7483b01541291fe13aa7c81baabb8e0060c9d5cc739c19859c5ef3e6-343,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,343,,199000000000000000000,stakeDelegateds,,,,,,0xf2efc7b78168abc6a5be99e5624c64f2499d91fc,196938804648536627848,,,,,,
,11511756,,0x4061b0a3e6ce292bdf1ab8ed8421daac4dd42bf8ab62b027656c434ab0eb124d-348,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,348,,279562065500000000000,stakeDelegateds,,,,,,0x60c63bbb27f1f49f63eacadc773c79bf0c17ac7a,276666427159024629315,,,,,,
,11511882,,0x1babe974e1f05abea032bacad4b0ae7a20ba6bdb95249e4869b6a7deec7fa3ae-100,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,100,,534403353732949613000,stakeDelegateds,,,,,,0x311e34a3492aa572195f4c8f3bdfbcbb9fe9c3ea,528868129067015985514,,,,,,
,11512018,,0xcdccf3db3f7e77d514942e80f64491b352b55ec9040aed0e7f88b2582712decb-296,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,296,,1203238315166314473488,stakeDelegatedLockeds,,,,,,0x607534a61f589edf2cc79da4105ed5c98db7b101,1190775454754638959361,1608755733.0,37.0,,,,
,11512085,,0x7fd462aca1dfa9026429ccf76b0c9fa1e537bbd826cb8804b16d9f116135e5da-243,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,243,,537260200000000000000,stakeDelegateds,,,,,,0x45521db5fd5d1cc05aeecdb85220d65c7d0f2b57,531695384790119187865,,,,,,
,11512125,,0x00717a09605d02101f6b58405adb3682761a048d7b5dc1e6ae67cb40425a0ca5-287,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,287,,11869669852833533468258,stakeDelegatedLockeds,,,,,,0x10ccd4136471c7c266a9fc4569622989fb4cab99,11746726594923657047060,1608757461.0,37.0,,,,
,11512194,,0x7fbdc864e11e08c411e4338e0061c5d3abadc0a817a8b739b26722ea733436a5-288,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,288,,9950000000000000000000,stakeDelegateds,,,,,,0x01632432fe7c5232049c58f61007376c428ffecf,9846940232426831392426,,,,,,
,11512267,,0xeeefabcea9fb1a89bc52fe336a5f019d036f5921a8fe374f843403866235be95-154,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,154,,31800000000000000002,stakeDelegatedLockeds,,,,,,0x52ac55256a3cdd0d8fe57c467e5c049bc2668068,31470623054389270181,1608759095.0,37.0,,,,
,11512356,,0xedf0d4f84404013ee9328b940090cf0e6b75b33b7e9b0696506a6f06b28e4cd9-38,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,38,,99457374200000000000000,stakeDelegateds,,,,,,0xa8b1dba7c3b0fc7b9bbb8564999d845d59a93b32,98427218032312597378581,,,,,,
,11513374,,0x7ea4e7ff2724dd816f1710908ef151c291cbd3b5e863dd21c1b7be6f238c519b-165,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,165,,495500000000000000044,stakeDelegatedLockeds,,,,,,0x86eb0de2420a1d2f22a16dcc0577c10086f7f471,490367727152512055818,1608773825.0,38.0,,,,
,11513691,10.0,0x4db0bf39364b097ede33a00b7f1b4ea4caa8c69974e05a7a9bd151efc457cddb-73,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,73,,,rewardsAssigneds,,,,,,,,,,,,,31254043729741473371800
,11513691,,0x4db0bf39364b097ede33a00b7f1b4ea4caa8c69974e05a7a9bd151efc457cddb-74,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,74,,25003234983793178697440,stakeDepositeds,,,,,,,,,,,,,
0xf295932a957bb287e3cb6bd197d413143f26edde,11513691,10.0,0x4db0bf39364b097ede33a00b7f1b4ea4caa8c69974e05a7a9bd151efc457cddb-75,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,75,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,21346900000000000000000000,allocationCloseds,False,0xa8c993d2324612b1f962cea9365d90e70b306ac8,,,,,,,,,,,
0xbb18ad1ed013984dc0d7b3e2090ec3e762f9d096,11513798,10.0,0x07dc6757eb8041b8108e0bf699a6c2a470a25da8bd822bfdb0bcd28859673bb5-292,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,292,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,27599394000000000000000000,allocationCreateds,,,,,,,,,,,,,
,11514064,,0x9f8ff2ab702930d2b282c4a717d13714a9290f76d8bf7ae07e1920aa99e243ef-90,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,90,,212952029518900000000,stakeDelegateds,,,,,,0xb2cedd892a18ee7444472ffb016ef9509fce4750,210671504878302713961,,,,,,
,11514120,,0xe46f8aa14c8d7c97e92a489527951827f5a1aa294e25cf65aa608c5e5fa4126f-132,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,132,,995000000000000000000000,stakeDelegateds,,,,,,0xf710361edc275b973857e88204da95a72386aa25,984344445213691144355939,,,,,,
,11514458,,0xecb3fe48d955d7438d4490b0a1a413c05dbefd6ca510133d3291a0e7529d4088-213,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,213,,12949128262953750000000,stakeDelegateds,,,,,,0x3e791cade64ecb1e78be4a5a99cde0b2fa51675d,12810454749746871498835,,,,,,
,11514564,,0x58569445bced544e174750176370f5150e186403b816fc6dca4c9d4be82fea8a-78,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,78,,127799421850000000000000,stakeDelegateds,,,,,,0xebfaacd885e18c21f7b8923b4cddf8a89feaef87,126430805024692188897642,,,,,,
,11514800,,0xd8818a77976c54aa501d685b9c559f776fa7b678222e66fe8e4016aae5461a1e-255,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,255,,10049500000000000000000,stakeDelegateds,,,,,,0x3ec52292aef4039bcbf00cc10d0dcc4c05676141,9941878896658280557994,,,,,,
,11516107,,0x82b2224d059e258985f12b628f599ba5227db1588a046a0f46740a98465b11d0-40,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,40,,225865000000000000000,stakeDelegateds,,,,,,0xf2dc980def82ca5f5cd45d82a6f48339540be4c9,223446189063507889768,,,,,,
,11516537,,0xdf59d214cac9f6562b9f3a7bb2af1b30b34e673c0e781417329e5529906648bd-255,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,255,,182122861265380675570054,stakeDelegatedLockeds,,,,,,0xf6f78960e9a132868f3fbf1458960dc2325097e3,180172489279398172306440,1608816292.0,38.0,,,,
,11517325,,0xa80c8eb7ef098d7b58e26526e225c44e00f5b322b6b52497b11474ab4a3d484a-76,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,76,,2985000000000000000000,stakeDelegateds,,,,,,0x4c5577fbbaf7ce5875902bdadd98c42fea81af5f,2953033335641073433067,,,,,,
,11517427,,0x0db45e4b27597d9f13d5effef366e313f283317dcee8163611c770142dc9fc2f-272,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,272,,13343295313930971849549,stakeDelegatedLockeds,,,,,,0x65dd7b52d51118cc081d3d797c1bfdcceec5f7d9,13200400626245052561476,1608827721.0,38.0,,,,
,11517614,,0xb52673c76081680b18ba88bf38f94465b0164adaf733f2197a720e661d1fa5db-163,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,163,,203159763237511880086,stakeDelegatedLockeds,,,,,,0xa9f605365dee1a519905ab73b6cc0323be54461a,200984104958566308621,1608830340.0,38.0,,,,
,11517674,,0x3a5dbb86b59ad65661fbbdaea61fa2bcdabf85f2771a29ee9d862d5d27ae29ef-147,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,147,,746862422500000000000,stakeDelegateds,,,,,,0x80640092a460d1dcd590f483ff9cabbcff619c85,738864197916297385166,,,,,,
,11517859,,0x831fbfd9db6a9239978450628807ac7a5e1d3ccc47c50ef27cc7e844fd7301e4-120,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,120,,101216375000000000000000,stakeDelegateds,,,,,,0x0780068da621423d14ef27db1a01a3131de8a56d,100132438689362731659607,,,,,,
,11518017,,0xefdfd76597d5ab69d79cb0a8f69925803c96ffff0c0dd129d3a0c3126286baae-298,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,298,,99500000000000000000,stakeDelegateds,,,,,,0xfd7355b13567a3c60f98c60dd5729d59e1255e34,98434444521369114435,,,,,,
,11518068,,0xd19d4e8b5bb08c3b504e6b3339c7fbc255ee87da52bb1f1df6dcda6f6e4cbc84-180,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,180,,796000000000000000000,stakeDelegateds,,,,,,0xbe56d10f95bdd96b7d023ed812159dd6236f1361,787475556170952915484,,,,,,
,11518381,,0xa81ccb7fb3f69f3a967d8418d11b75642f8a9571a79dca93ac5dd1b9f650f0ca-92,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,92,,9950000000000000000000,stakeDelegateds,,,,,,0xe70938e0d785a2207589a33a8ffb4040cccfae9e,9843444452136911443559,,,,,,
,11518596,,0x81f3fb0e6a8ece7d0cd86140dc961c93c7c67323176261e75c26852714d72338-175,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,175,,27252718618920236600000,stakeDelegateds,,,,,,0x213f6b2680dce3e4d0924acff3e4e34520ef9ba1,26960866522116453692244,,,,,,
,11518729,,0x7718d22a8abe49ac3532c506bf98b296e774519f69a561ad3f20e38e21e4d59f-98,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,98,,33167330000000000000000,stakeDelegateds,,,,,,0xf3cf945f7182046a5e92978854f3c67203d7ca90,32812137736753180605960,,,,,,
